timestamp,temperature_C,wind_speed_mps,solar_radiation_Wm2,air_pressure_Pa
2022-01-01 00:00:00,9.0,1.19,0.0,99.47
2022-01-01 01:00:00,8.4,1.22,0.0,99.47
2022-01-01 02:00:00,7.85,1.34,0.0,99.45
2022-01-01 03:00:00,7.2,1.69,0.0,99.43
2022-01-01 04:00:00,6.14,2.13,0.0,99.44
2022-01-01 05:00:00,5.73,2.25,0.0,99.49
2022-01-01 06:00:00,6.31,1.91,0.0,99.51
2022-01-01 07:00:00,7.97,1.16,76.7,99.53
2022-01-01 08:00:00,10.24,0.44,216.48,99.57
2022-01-01 09:00:00,12.57,0.21,380.85,99.61
2022-01-01 10:00:00,17.2,0.41,519.67,99.59
2022-01-01 11:00:00,19.08,0.85,516.35,99.52
2022-01-01 12:00:00,19.77,1.21,506.95,99.42
2022-01-01 13:00:00,19.97,1.5,437.25,99.35
2022-01-01 14:00:00,19.58,1.7,344.25,99.3
2022-01-01 15:00:00,18.41,1.54,189.12,99.29
2022-01-01 16:00:00,15.36,1.62,39.9,99.28
2022-01-01 17:00:00,13.55,1.84,0.0,99.31
2022-01-01 18:00:00,12.75,1.87,0.0,99.36
2022-01-01 19:00:00,12.14,1.84,0.0,99.39
2022-01-01 20:00:00,11.75,1.74,0.0,99.41
2022-01-01 21:00:00,11.55,1.53,0.0,99.43
2022-01-01 22:00:00,11.17,1.3,0.0,99.42
2022-01-01 23:00:00,10.44,1.22,0.0,99.39
2022-01-02 00:00:00,9.99,1.17,0.0,99.35
2022-01-02 01:00:00,9.48,1.14,0.0,99.3
2022-01-02 02:00:00,9.46,0.96,0.0,99.27
2022-01-02 03:00:00,9.52,0.78,0.0,99.25
2022-01-02 04:00:00,8.88,1.01,0.0,99.28
2022-01-02 05:00:00,8.33,1.37,0.0,99.32
2022-01-02 06:00:00,7.66,1.76,0.0,99.39
2022-01-02 07:00:00,8.32,1.78,58.88,99.44
2022-01-02 08:00:00,11.07,2.06,200.77,99.49
2022-01-02 09:00:00,13.39,1.37,325.2,99.52
2022-01-02 10:00:00,17.66,1.46,433.52,99.47
2022-01-02 11:00:00,19.82,1.81,461.65,99.36
2022-01-02 12:00:00,20.65,1.77,437.62,99.22
2022-01-02 13:00:00,20.91,1.7,441.02,99.12
2022-01-02 14:00:00,20.77,1.94,293.48,99.07
2022-01-02 15:00:00,19.73,1.91,181.4,99.07
2022-01-02 16:00:00,16.37,1.85,35.62,99.1
2022-01-02 17:00:00,13.8,2.39,0.0,99.16
2022-01-02 18:00:00,12.44,2.63,0.0,99.24
2022-01-02 19:00:00,11.59,2.61,0.0,99.29
2022-01-02 20:00:00,10.87,2.59,0.0,99.29
2022-01-02 21:00:00,10.4,2.47,0.0,99.28
2022-01-02 22:00:00,10.12,2.23,0.0,99.24
2022-01-02 23:00:00,9.59,2.14,0.0,99.22
2022-01-03 00:00:00,9.32,1.93,0.0,99.21
2022-01-03 01:00:00,9.45,1.54,0.0,99.18
2022-01-03 02:00:00,9.42,1.25,0.0,99.15
2022-01-03 03:00:00,9.32,1.18,0.0,99.1
2022-01-03 04:00:00,8.58,1.39,0.0,99.1
2022-01-03 05:00:00,8.29,1.47,0.0,99.13
2022-01-03 06:00:00,8.39,1.31,0.0,99.15
2022-01-03 07:00:00,8.58,1.4,68.18,99.2
2022-01-03 08:00:00,10.48,1.92,214.15,99.26
2022-01-03 09:00:00,13.41,1.8,379.55,99.31
2022-01-03 10:00:00,18.1,1.6,494.2,99.25
2022-01-03 11:00:00,20.31,1.32,497.58,99.12
2022-01-03 12:00:00,21.23,1.23,496.73,98.99
2022-01-03 13:00:00,21.65,1.53,446.7,98.91
2022-01-03 14:00:00,21.44,1.93,334.83,98.88
2022-01-03 15:00:00,20.45,1.83,178.6,98.88
2022-01-03 16:00:00,17.41,1.77,41.7,98.9
2022-01-03 17:00:00,15.55,1.91,0.0,98.94
2022-01-03 18:00:00,14.97,1.76,0.0,98.99
2022-01-03 19:00:00,14.45,1.53,0.0,99.05
2022-01-03 20:00:00,13.85,1.31,0.0,99.11
2022-01-03 21:00:00,13.94,1.1,0.0,99.14
2022-01-03 22:00:00,13.54,0.87,0.0,99.14
2022-01-03 23:00:00,12.94,0.75,0.0,99.11
2022-01-04 00:00:00,12.32,0.92,0.0,99.07
2022-01-04 01:00:00,12.01,0.69,0.0,99.04
2022-01-04 02:00:00,11.57,0.65,0.0,99.04
2022-01-04 03:00:00,11.08,0.9,0.0,99.02
2022-01-04 04:00:00,10.99,0.67,0.0,99.0
2022-01-04 05:00:00,10.93,0.31,0.0,99.0
2022-01-04 06:00:00,10.99,0.23,0.0,99.04
2022-01-04 07:00:00,11.05,0.78,68.28,99.11
2022-01-04 08:00:00,12.96,1.35,201.45,99.2
2022-01-04 09:00:00,15.36,0.85,319.95,99.22
2022-01-04 10:00:00,19.95,0.81,424.8,99.18
2022-01-04 11:00:00,22.58,0.68,488.0,99.08
2022-01-04 12:00:00,23.67,0.61,475.95,98.96
2022-01-04 13:00:00,23.97,0.74,343.58,98.85
2022-01-04 14:00:00,23.78,1.07,257.48,98.77
2022-01-04 15:00:00,22.65,1.3,145.65,98.76
2022-01-04 16:00:00,18.9,2.11,36.3,98.79
2022-01-04 17:00:00,16.29,2.86,0.0,98.86
2022-01-04 18:00:00,15.25,3.2,0.0,98.94
2022-01-04 19:00:00,14.93,3.27,0.0,98.98
2022-01-04 20:00:00,14.2,3.12,0.0,99.04
2022-01-04 21:00:00,13.99,3.03,0.0,99.04
2022-01-04 22:00:00,13.67,2.82,0.0,99.03
2022-01-04 23:00:00,13.32,2.78,0.0,98.99
2022-01-05 00:00:00,13.0,2.71,0.0,98.95
2022-01-05 01:00:00,12.7,2.82,0.0,98.92
2022-01-05 02:00:00,12.41,2.94,0.0,98.85
2022-01-05 03:00:00,12.02,2.79,0.0,98.81
2022-01-05 04:00:00,11.73,2.48,0.0,98.81
2022-01-05 05:00:00,11.79,2.02,0.0,98.88
2022-01-05 06:00:00,11.72,1.6,0.0,98.97
2022-01-05 07:00:00,12.01,1.13,16.98,99.04
2022-01-05 08:00:00,12.68,1.0,54.85,99.08
2022-01-05 09:00:00,12.96,1.61,60.55,99.1
2022-01-05 10:00:00,13.75,2.2,107.0,99.06
2022-01-05 11:00:00,14.34,2.4,145.7,98.98
2022-01-05 12:00:00,14.47,2.91,147.88,98.88
2022-01-05 13:00:00,14.23,3.44,98.4,98.82
2022-01-05 14:00:00,13.86,3.84,76.95,98.79
2022-01-05 15:00:00,13.47,4.4,22.25,98.73
2022-01-05 16:00:00,13.02,4.69,21.48,98.7
2022-01-05 17:00:00,12.29,3.64,0.0,98.81
2022-01-05 18:00:00,11.7,3.53,0.0,98.93
2022-01-05 19:00:00,11.61,4.9,0.0,98.93
2022-01-05 20:00:00,11.67,5.34,0.0,98.93
2022-01-05 21:00:00,11.66,5.27,0.0,98.94
2022-01-05 22:00:00,11.33,4.68,0.0,98.91
2022-01-05 23:00:00,10.95,4.04,0.0,98.88
2022-01-06 00:00:00,10.28,3.52,0.0,98.85
2022-01-06 01:00:00,9.98,3.5,0.0,98.83
2022-01-06 02:00:00,10.13,3.73,0.0,98.82
2022-01-06 03:00:00,10.28,3.71,0.0,98.8
2022-01-06 04:00:00,10.49,3.78,0.0,98.83
2022-01-06 05:00:00,10.62,3.85,0.0,98.89
2022-01-06 06:00:00,10.64,3.95,0.0,98.96
2022-01-06 07:00:00,11.12,4.49,42.53,99.04
2022-01-06 08:00:00,12.47,5.42,163.9,99.11
2022-01-06 09:00:00,14.47,5.89,279.8,99.15
2022-01-06 10:00:00,16.58,6.01,403.4,99.1
2022-01-06 11:00:00,18.15,5.77,407.62,98.97
2022-01-06 12:00:00,19.06,5.59,383.38,98.83
2022-01-06 13:00:00,19.22,5.43,245.05,98.72
2022-01-06 14:00:00,18.75,5.17,169.9,98.72
2022-01-06 15:00:00,17.66,4.88,86.97,98.75
2022-01-06 16:00:00,16.05,3.69,28.55,98.77
2022-01-06 17:00:00,14.05,2.96,0.0,98.8
2022-01-06 18:00:00,13.57,3.27,0.0,98.88
2022-01-06 19:00:00,13.22,3.51,0.0,98.94
2022-01-06 20:00:00,13.07,3.93,0.0,98.98
2022-01-06 21:00:00,12.66,4.07,0.0,98.98
2022-01-06 22:00:00,12.08,3.97,0.0,98.95
2022-01-06 23:00:00,11.54,3.69,0.0,98.92
2022-01-07 00:00:00,11.31,3.76,0.0,98.89
2022-01-07 01:00:00,11.39,4.17,0.0,98.87
2022-01-07 02:00:00,11.28,3.78,0.0,98.82
2022-01-07 03:00:00,11.03,3.39,0.0,98.79
2022-01-07 04:00:00,10.82,3.4,0.0,98.79
2022-01-07 05:00:00,10.95,3.78,0.0,98.85
2022-01-07 06:00:00,11.09,3.85,0.0,98.93
2022-01-07 07:00:00,11.75,4.52,24.48,98.99
2022-01-07 08:00:00,13.17,4.77,67.68,99.05
2022-01-07 09:00:00,15.05,5.37,127.9,99.11
2022-01-07 10:00:00,16.68,5.65,191.85,99.09
2022-01-07 11:00:00,18.24,5.55,280.9,99.0
2022-01-07 12:00:00,19.85,5.22,228.52,98.87
2022-01-07 13:00:00,20.5,4.96,215.57,98.77
2022-01-07 14:00:00,20.42,4.93,150.12,98.71
2022-01-07 15:00:00,19.52,4.7,79.88,98.69
2022-01-07 16:00:00,17.8,3.58,32.08,98.72
2022-01-07 17:00:00,16.22,3.57,0.0,98.78
2022-01-07 18:00:00,15.71,4.27,0.0,98.85
2022-01-07 19:00:00,15.3,4.69,0.0,98.89
2022-01-07 20:00:00,15.0,5.07,0.0,98.9
2022-01-07 21:00:00,14.67,5.6,0.0,98.89
2022-01-07 22:00:00,14.43,6.05,0.0,98.86
2022-01-07 23:00:00,13.74,5.17,0.0,98.81
2022-01-08 00:00:00,13.47,5.17,0.0,98.77
2022-01-08 01:00:00,13.45,5.74,0.0,98.73
2022-01-08 02:00:00,13.34,5.68,0.0,98.66
2022-01-08 03:00:00,13.15,5.22,0.0,98.63
2022-01-08 04:00:00,12.95,5.0,0.0,98.66
2022-01-08 05:00:00,12.83,4.94,0.0,98.7
2022-01-08 06:00:00,12.83,5.13,0.0,98.76
2022-01-08 07:00:00,13.38,5.78,15.45,98.83
2022-01-08 08:00:00,14.29,6.21,24.02,98.92
2022-01-08 09:00:00,15.67,6.9,38.75,98.98
2022-01-08 10:00:00,16.83,6.78,49.6,98.97
2022-01-08 11:00:00,17.54,6.32,102.75,98.88
2022-01-08 12:00:00,18.16,5.93,68.75,98.77
2022-01-08 13:00:00,18.53,5.73,54.33,98.7
2022-01-08 14:00:00,18.46,5.37,42.33,98.67
2022-01-08 15:00:00,17.88,4.53,41.45,98.66
2022-01-08 16:00:00,16.94,4.18,25.88,98.67
2022-01-08 17:00:00,16.18,4.43,0.0,98.71
2022-01-08 18:00:00,15.85,4.37,0.0,98.78
2022-01-08 19:00:00,15.64,3.9,0.0,98.85
2022-01-08 20:00:00,15.37,3.05,0.0,98.87
2022-01-08 21:00:00,14.62,1.76,0.0,98.83
2022-01-08 22:00:00,13.9,1.4,0.0,98.78
2022-01-08 23:00:00,13.41,1.48,0.0,98.75
2022-01-09 00:00:00,12.88,2.06,0.0,98.75
2022-01-09 01:00:00,12.34,3.19,0.0,98.76
2022-01-09 02:00:00,11.68,4.06,0.0,98.77
2022-01-09 03:00:00,10.87,4.0,0.0,98.74
2022-01-09 04:00:00,10.19,3.64,0.0,98.73
2022-01-09 05:00:00,9.93,3.01,0.0,98.76
2022-01-09 06:00:00,9.9,2.19,0.0,98.81
2022-01-09 07:00:00,11.19,2.28,12.4,98.87
2022-01-09 08:00:00,12.9,1.89,44.17,98.93
2022-01-09 09:00:00,15.18,1.52,82.4,98.98
2022-01-09 10:00:00,17.01,1.24,113.62,98.95
2022-01-09 11:00:00,18.16,1.11,224.3,98.85
2022-01-09 12:00:00,18.69,1.12,261.05,98.76
2022-01-09 13:00:00,18.62,1.33,159.7,98.69
2022-01-09 14:00:00,18.12,1.71,92.43,98.65
2022-01-09 15:00:00,17.1,1.94,35.4,98.62
2022-01-09 16:00:00,15.7,2.1,39.05,98.64
2022-01-09 17:00:00,14.0,2.22,0.0,98.68
2022-01-09 18:00:00,13.37,2.63,0.0,98.75
2022-01-09 19:00:00,12.69,2.83,0.0,98.79
2022-01-09 20:00:00,11.97,2.78,0.0,98.84
2022-01-09 21:00:00,11.33,2.81,0.0,98.86
2022-01-09 22:00:00,10.75,2.99,0.0,98.86
2022-01-09 23:00:00,10.09,3.09,0.0,98.84
2022-01-10 00:00:00,9.42,3.1,0.0,98.83
2022-01-10 01:00:00,8.77,3.14,0.0,98.84
2022-01-10 02:00:00,8.07,3.03,0.0,98.83
2022-01-10 03:00:00,7.3,2.95,0.0,98.83
2022-01-10 04:00:00,6.71,2.97,0.0,98.87
2022-01-10 05:00:00,6.23,2.88,0.0,98.94
2022-01-10 06:00:00,5.79,2.76,0.0,99.02
2022-01-10 07:00:00,7.65,3.61,54.25,99.1
2022-01-10 08:00:00,9.8,3.09,189.75,99.17
2022-01-10 09:00:00,13.34,3.01,328.62,99.23
2022-01-10 10:00:00,15.84,3.07,454.75,99.23
2022-01-10 11:00:00,16.71,2.62,446.73,99.17
2022-01-10 12:00:00,17.21,2.48,487.75,99.09
2022-01-10 13:00:00,17.32,2.46,434.77,99.02
2022-01-10 14:00:00,17.05,2.47,334.42,98.98
2022-01-10 15:00:00,16.32,2.35,205.3,98.97
2022-01-10 16:00:00,13.9,1.82,57.05,99.0
2022-01-10 17:00:00,11.46,2.23,0.0,99.06
2022-01-10 18:00:00,10.57,2.33,0.0,99.13
2022-01-10 19:00:00,9.85,2.38,0.0,99.18
2022-01-10 20:00:00,9.21,2.4,0.0,99.2
2022-01-10 21:00:00,8.65,2.4,0.0,99.21
2022-01-10 22:00:00,8.15,2.36,0.0,99.19
2022-01-10 23:00:00,7.6,2.32,0.0,99.16
2022-01-11 00:00:00,7.0,2.32,0.0,99.15
2022-01-11 01:00:00,6.35,2.36,0.0,99.13
2022-01-11 02:00:00,5.74,2.41,0.0,99.1
2022-01-11 03:00:00,5.22,2.46,0.0,99.06
2022-01-11 04:00:00,4.76,2.5,0.0,99.07
2022-01-11 05:00:00,4.38,2.54,0.0,99.11
2022-01-11 06:00:00,4.06,2.56,0.0,99.15
2022-01-11 07:00:00,6.36,2.61,64.1,99.2
2022-01-11 08:00:00,8.92,2.96,206.1,99.25
2022-01-11 09:00:00,12.13,2.4,339.0,99.3
2022-01-11 10:00:00,15.91,2.79,454.25,99.28
2022-01-11 11:00:00,17.03,2.54,539.3,99.19
2022-01-11 12:00:00,17.51,2.45,544.65,99.08
2022-01-11 13:00:00,17.61,2.42,471.77,98.99
2022-01-11 14:00:00,17.28,2.51,350.98,98.93
2022-01-11 15:00:00,16.43,2.48,195.27,98.9
2022-01-11 16:00:00,13.51,2.12,57.12,98.88
2022-01-11 17:00:00,10.62,2.69,0.0,98.9
2022-01-11 18:00:00,9.61,2.96,0.0,98.95
2022-01-11 19:00:00,8.82,3.13,0.0,98.98
2022-01-11 20:00:00,8.11,3.21,0.0,99.0
2022-01-11 21:00:00,7.43,3.22,0.0,99.01
2022-01-11 22:00:00,6.76,3.21,0.0,99.0
2022-01-11 23:00:00,6.12,3.2,0.0,98.97
2022-01-12 00:00:00,5.5,3.18,0.0,98.95
2022-01-12 01:00:00,4.88,3.14,0.0,98.92
2022-01-12 02:00:00,4.32,3.03,0.0,98.9
2022-01-12 03:00:00,3.9,2.84,0.0,98.88
2022-01-12 04:00:00,3.52,2.61,0.0,98.9
2022-01-12 05:00:00,3.29,2.37,0.0,98.94
2022-01-12 06:00:00,3.39,2.12,0.0,99.01
2022-01-12 07:00:00,5.13,2.55,49.22,99.1
2022-01-12 08:00:00,7.13,2.25,165.6,99.18
2022-01-12 09:00:00,10.7,2.0,288.1,99.24
2022-01-12 10:00:00,14.84,1.95,300.58,99.21
2022-01-12 11:00:00,16.46,1.26,421.6,99.11
2022-01-12 12:00:00,17.32,0.97,479.3,98.99
2022-01-12 13:00:00,17.58,0.76,419.17,98.9
2022-01-12 14:00:00,17.28,0.92,319.62,98.88
2022-01-12 15:00:00,16.48,1.26,177.93,98.89
2022-01-12 16:00:00,14.62,1.11,46.92,98.93
2022-01-12 17:00:00,13.01,1.12,0.0,98.95
2022-01-12 18:00:00,12.24,1.12,0.0,99.01
2022-01-12 19:00:00,11.54,1.14,0.0,99.06
2022-01-12 20:00:00,10.92,1.15,0.0,99.07
2022-01-12 21:00:00,10.44,1.12,0.0,99.07
2022-01-12 22:00:00,9.93,1.12,0.0,99.07
2022-01-12 23:00:00,9.27,1.22,0.0,99.04
2022-01-13 00:00:00,8.69,1.34,0.0,99.02
2022-01-13 01:00:00,8.44,1.48,0.0,99.0
2022-01-13 02:00:00,8.04,1.59,0.0,98.97
2022-01-13 03:00:00,7.61,1.65,0.0,98.96
2022-01-13 04:00:00,7.15,1.69,0.0,98.97
2022-01-13 05:00:00,6.79,1.68,0.0,99.02
2022-01-13 06:00:00,6.56,1.6,0.0,99.08
2022-01-13 07:00:00,7.8,1.38,35.67,99.14
2022-01-13 08:00:00,9.94,1.29,106.7,99.2
2022-01-13 09:00:00,13.34,0.91,182.3,99.24
2022-01-13 10:00:00,16.09,0.91,246.95,99.21
2022-01-13 11:00:00,17.16,0.73,344.15,99.12
2022-01-13 12:00:00,17.61,0.44,276.05,99.0
2022-01-13 13:00:00,17.68,0.19,386.42,98.93
2022-01-13 14:00:00,17.54,0.25,306.25,98.89
2022-01-13 15:00:00,16.91,0.53,187.98,98.87
2022-01-13 16:00:00,15.43,0.8,58.08,98.88
2022-01-13 17:00:00,13.51,1.37,0.0,98.9
2022-01-13 18:00:00,12.2,1.77,0.0,98.96
2022-01-13 19:00:00,11.22,1.97,0.0,98.99
2022-01-13 20:00:00,10.68,1.93,0.0,99.01
2022-01-13 21:00:00,10.48,1.73,0.0,99.03
2022-01-13 22:00:00,10.3,1.47,0.0,99.04
2022-01-13 23:00:00,10.02,1.15,0.0,99.03
2022-01-14 00:00:00,10.07,0.74,0.0,99.01
2022-01-14 01:00:00,9.94,0.21,0.0,99.0
2022-01-14 02:00:00,9.43,0.46,0.0,98.97
2022-01-14 03:00:00,8.76,0.86,0.0,98.96
2022-01-14 04:00:00,7.79,1.14,0.0,98.97
2022-01-14 05:00:00,7.14,1.29,0.0,99.04
2022-01-14 06:00:00,6.85,1.39,0.0,99.13
2022-01-14 07:00:00,7.95,1.3,34.22,99.2
2022-01-14 08:00:00,10.33,1.38,108.43,99.26
2022-01-14 09:00:00,14.35,1.22,207.27,99.32
2022-01-14 10:00:00,16.21,1.34,230.65,99.3
2022-01-14 11:00:00,16.96,1.34,214.27,99.21
2022-01-14 12:00:00,17.44,1.33,253.4,99.1
2022-01-14 13:00:00,17.58,1.37,194.35,99.01
2022-01-14 14:00:00,17.19,1.53,172.77,98.97
2022-01-14 15:00:00,16.33,1.74,114.22,98.97
2022-01-14 16:00:00,13.9,1.61,46.17,98.98
2022-01-14 17:00:00,11.84,1.93,0.0,99.03
2022-01-14 18:00:00,11.13,1.92,0.0,99.09
2022-01-14 19:00:00,10.67,1.81,0.0,99.13
2022-01-14 20:00:00,10.15,1.76,0.0,99.14
2022-01-14 21:00:00,9.49,1.82,0.0,99.14
2022-01-14 22:00:00,8.68,1.97,0.0,99.15
2022-01-14 23:00:00,7.79,2.17,0.0,99.15
2022-01-15 00:00:00,7.04,2.28,0.0,99.15
2022-01-15 01:00:00,6.49,2.24,0.0,99.14
2022-01-15 02:00:00,6.12,2.08,0.0,99.11
2022-01-15 03:00:00,5.92,1.78,0.0,99.08
2022-01-15 04:00:00,5.9,1.41,0.0,99.07
2022-01-15 05:00:00,5.57,1.28,0.0,99.12
2022-01-15 06:00:00,4.65,1.79,0.0,99.22
2022-01-15 07:00:00,6.45,2.59,8.5,99.31
2022-01-15 08:00:00,8.53,2.64,41.88,99.4
2022-01-15 09:00:00,12.29,2.59,81.47,99.46
2022-01-15 10:00:00,15.0,2.61,114.78,99.43
2022-01-15 11:00:00,16.56,2.39,111.07,99.34
2022-01-15 12:00:00,17.46,2.09,144.48,99.24
2022-01-15 13:00:00,17.97,1.99,153.1,99.19
2022-01-15 14:00:00,17.86,2.25,110.93,99.17
2022-01-15 15:00:00,17.1,2.07,67.35,99.12
2022-01-15 16:00:00,14.68,1.5,33.45,99.13
2022-01-15 17:00:00,12.9,1.49,0.0,99.17
2022-01-15 18:00:00,12.34,1.13,0.0,99.23
2022-01-15 19:00:00,12.43,0.68,0.0,99.27
2022-01-15 20:00:00,11.62,0.96,0.0,99.3
2022-01-15 21:00:00,10.66,1.09,0.0,99.29
2022-01-15 22:00:00,9.79,1.4,0.0,99.29
2022-01-15 23:00:00,8.85,1.79,0.0,99.28
2022-01-16 00:00:00,8.34,1.88,0.0,99.25
2022-01-16 01:00:00,7.65,2.1,0.0,99.23
2022-01-16 02:00:00,6.24,2.47,0.0,99.21
2022-01-16 03:00:00,6.03,2.33,0.0,99.17
2022-01-16 04:00:00,5.99,2.14,0.0,99.17
2022-01-16 05:00:00,5.72,2.02,0.0,99.2
2022-01-16 06:00:00,4.98,2.19,0.0,99.27
2022-01-16 07:00:00,6.88,2.12,21.17,99.35
2022-01-16 08:00:00,9.89,2.53,73.7,99.42
2022-01-16 09:00:00,13.14,1.76,152.1,99.47
2022-01-16 10:00:00,15.59,1.67,254.82,99.47
2022-01-16 11:00:00,16.69,1.5,305.2,99.4
2022-01-16 12:00:00,17.43,1.49,414.95,99.32
2022-01-16 13:00:00,17.74,1.88,426.77,99.29
2022-01-16 14:00:00,17.53,1.95,368.75,99.27
2022-01-16 15:00:00,16.68,1.63,205.77,99.25
2022-01-16 16:00:00,14.41,1.19,62.08,99.26
2022-01-16 17:00:00,12.9,0.96,0.0,99.28
2022-01-16 18:00:00,12.39,0.9,0.0,99.29
2022-01-16 19:00:00,11.21,1.21,0.0,99.31
2022-01-16 20:00:00,10.29,1.56,0.0,99.34
2022-01-16 21:00:00,10.06,1.49,0.0,99.38
2022-01-16 22:00:00,9.89,1.28,0.0,99.4
2022-01-16 23:00:00,9.62,0.9,0.0,99.4
2022-01-17 00:00:00,8.94,0.88,0.0,99.38
2022-01-17 01:00:00,7.98,0.97,0.0,99.35
2022-01-17 02:00:00,7.66,0.81,0.0,99.31
2022-01-17 03:00:00,7.5,0.42,0.0,99.28
2022-01-17 04:00:00,7.25,0.14,0.0,99.25
2022-01-17 05:00:00,6.66,0.79,0.0,99.28
2022-01-17 06:00:00,5.93,1.4,0.0,99.34
2022-01-17 07:00:00,6.96,1.62,41.67,99.4
2022-01-17 08:00:00,9.15,2.26,78.28,99.47
2022-01-17 09:00:00,12.42,1.93,146.5,99.52
2022-01-17 10:00:00,15.15,1.8,240.52,99.52
2022-01-17 11:00:00,16.31,1.44,325.77,99.46
2022-01-17 12:00:00,17.34,1.47,381.67,99.38
2022-01-17 13:00:00,17.14,1.86,341.48,99.31
2022-01-17 14:00:00,16.22,2.51,252.73,99.24
2022-01-17 15:00:00,15.43,2.38,146.73,99.22
2022-01-17 16:00:00,13.37,1.59,58.35,99.25
2022-01-17 17:00:00,11.66,1.54,0.0,99.3
2022-01-17 18:00:00,11.1,1.1,0.0,99.38
2022-01-17 19:00:00,10.39,0.89,0.0,99.42
2022-01-17 20:00:00,10.0,0.8,0.0,99.45
2022-01-17 21:00:00,9.3,0.91,0.0,99.47
2022-01-17 22:00:00,8.57,1.3,0.0,99.43
2022-01-17 23:00:00,7.64,1.67,0.0,99.39
2022-01-18 00:00:00,6.63,1.98,0.0,99.36
2022-01-18 01:00:00,5.63,2.29,0.0,99.35
2022-01-18 02:00:00,5.13,2.37,0.0,99.3
2022-01-18 03:00:00,4.8,2.25,0.0,99.24
2022-01-18 04:00:00,4.81,1.92,0.0,99.2
2022-01-18 05:00:00,4.79,1.69,0.0,99.2
2022-01-18 06:00:00,4.38,1.77,0.0,99.23
2022-01-18 07:00:00,6.13,2.18,26.67,99.26
2022-01-18 08:00:00,8.74,2.92,95.45,99.32
2022-01-18 09:00:00,12.47,3.24,172.98,99.37
2022-01-18 10:00:00,14.99,3.57,267.67,99.34
2022-01-18 11:00:00,16.54,3.68,389.12,99.26
2022-01-18 12:00:00,17.64,3.74,397.8,99.15
2022-01-18 13:00:00,18.28,3.77,487.05,99.04
2022-01-18 14:00:00,18.39,3.54,366.2,98.98
2022-01-18 15:00:00,17.66,2.8,205.9,98.92
2022-01-18 16:00:00,14.92,1.88,70.88,98.9
2022-01-18 17:00:00,12.72,2.16,0.0,98.92
2022-01-18 18:00:00,11.46,2.53,0.0,98.99
2022-01-18 19:00:00,10.38,2.86,0.0,99.08
2022-01-18 20:00:00,9.51,2.92,0.0,99.13
2022-01-18 21:00:00,8.67,2.82,0.0,99.14
2022-01-18 22:00:00,7.95,2.65,0.0,99.13
2022-01-18 23:00:00,7.42,2.38,0.0,99.09
2022-01-19 00:00:00,6.85,2.16,0.0,99.06
2022-01-19 01:00:00,6.06,2.16,0.0,99.04
2022-01-19 02:00:00,5.95,2.09,0.0,99.01
2022-01-19 03:00:00,6.14,2.02,0.0,98.98
2022-01-19 04:00:00,6.24,1.88,0.0,98.97
2022-01-19 05:00:00,6.8,1.47,0.0,98.97
2022-01-19 06:00:00,6.94,1.37,0.0,99.02
2022-01-19 07:00:00,8.02,0.96,42.88,99.05
2022-01-19 08:00:00,9.28,1.36,96.9,99.1
2022-01-19 09:00:00,10.85,1.62,186.48,99.17
2022-01-19 10:00:00,13.78,1.82,270.0,99.15
2022-01-19 11:00:00,15.57,1.67,360.38,99.05
2022-01-19 12:00:00,16.44,1.32,406.48,98.93
2022-01-19 13:00:00,16.52,0.99,409.67,98.81
2022-01-19 14:00:00,16.22,0.81,284.2,98.75
2022-01-19 15:00:00,15.7,0.69,175.38,98.69
2022-01-19 16:00:00,14.41,1.01,61.75,98.65
2022-01-19 17:00:00,12.46,1.69,0.0,98.65
2022-01-19 18:00:00,11.22,2.05,0.0,98.69
2022-01-19 19:00:00,10.2,2.27,0.0,98.72
2022-01-19 20:00:00,9.5,2.3,0.0,98.74
2022-01-19 21:00:00,9.02,2.21,0.0,98.75
2022-01-19 22:00:00,8.8,2.07,0.0,98.73
2022-01-19 23:00:00,8.79,1.86,0.0,98.67
2022-01-20 00:00:00,9.11,1.53,0.0,98.6
2022-01-20 01:00:00,9.16,1.24,0.0,98.53
2022-01-20 02:00:00,8.98,0.89,0.0,98.48
2022-01-20 03:00:00,9.07,0.48,0.0,98.45
2022-01-20 04:00:00,8.89,0.39,0.0,98.44
2022-01-20 05:00:00,8.23,0.83,0.0,98.45
2022-01-20 06:00:00,7.59,1.26,0.0,98.5
2022-01-20 07:00:00,8.66,1.68,44.78,98.55
2022-01-20 08:00:00,10.3,2.09,92.3,98.59
2022-01-20 09:00:00,13.34,1.91,166.07,98.62
2022-01-20 10:00:00,15.82,1.68,257.75,98.61
2022-01-20 11:00:00,16.99,1.22,287.6,98.54
2022-01-20 12:00:00,17.77,0.89,326.88,98.45
2022-01-20 13:00:00,18.12,0.94,346.25,98.38
2022-01-20 14:00:00,18.14,1.09,267.33,98.31
2022-01-20 15:00:00,17.68,1.22,154.25,98.28
2022-01-20 16:00:00,15.79,1.31,50.25,98.28
2022-01-20 17:00:00,13.75,1.8,0.0,98.3
2022-01-20 18:00:00,12.65,2.11,0.0,98.36
2022-01-20 19:00:00,11.9,2.31,0.0,98.41
2022-01-20 20:00:00,11.32,2.34,0.0,98.46
2022-01-20 21:00:00,10.87,2.27,0.0,98.49
2022-01-20 22:00:00,10.54,2.13,0.0,98.5
2022-01-20 23:00:00,10.33,1.98,0.0,98.5
2022-01-21 00:00:00,10.06,1.84,0.0,98.5
